Year,Route,Borough,Avg. Ridership
2018,M10,Manhatten,"6,083"
2018,M11,Manhatten,"9,271"
2018,M12,Manhatten,547
2018,M14Lcl/SBS,Manhatten,"26,637"
2018,M15Lcl/SBS,Manhatten,"44,725"
2018,M20,Manhatten,"2,083"
2018,M21,Manhatten,"1,421"
2018,M22,Manhatten,"2,201"
2018,M23SBS,Manhatten,"13,674"
2018,M31,Manhatten,"8,932"
2018,M34SBS,Manhatten,"14,824"
2018,M35,Manhatten,664
2018,M42,Manhatten,"9,430"
2018,M50,Manhatten,"2,445"
2018,M57,Manhatten,"5,820"
2018,M60SBS,Manhatten,"16,018"
2018,M66,Manhatten,"8,161"
2018,M72,Manhatten,"4,306"
2018,M79SBS,Manhatten,"12,337"
2018,M86SBS,Manhatten,"19,035"
2018,M96,Manhatten,"13,637"
2018,M98,Manhatten,"1,523"
2018,M100,Manhatten,"14,596"
2018,M101,Manhatten,"22,642"
2018,M102,Manhatten,"11,868"
2018,M103,Manhatten,"8,979"
2018,M104,Manhatten,"7,136"
2018,M106,Manhatten,"2,183"
2018,M116,Manhatten,"9,071"
2018,M OTHER,Manhatten,345
2018,Q1,Queens,"4,161"
2018,Q2,Queens,"5,320"
2018,Q3,Queens,"8,709"
2018,Q4,Queens,"8,645"
2018,Q5,Queens,"10,844"
2018,Q12,Queens,"10,162"
2018,Q13,Queens,"7,421"
2018,Q15,Queens,"5,692"
2018,Q16,Queens,"3,917"
2018,Q17,Queens,"15,475"
2018,Q20,Queens,"13,838"
2018,Q24,Queens,"7,373"
2018,Q26,Queens,"1,375"
2018,Q27,Queens,"23,079"
2018,Q28,Queens,"8,950"
2018,Q30,Queens,"9,452"
2018,Q31,Queens,"5,595"
2018,Q32,Queens,"9,810"
2018,Q36,Queens,"5,899"
2018,Q42,Queens,"1,156"
2018,Q43,Queens,"13,434"
2018,Q44SBS,Queens,"25,646"
2018,Q46,Queens,"20,028"
2018,Q48,Queens,"2,907"
2018,Q54,Queens,"10,567"
2018,Q55,Queens,"6,761"
2018,Q56,Queens,"7,630"
2018,Q58,Queens,"27,940"
2018,Q59,Queens,"6,768"
2018,Q76,Queens,"5,341"
2018,Q77,Queens,"5,744"
2018,Q83,Queens,"8,168"
2018,Q84,Queens,"4,225"
2018,Q85,Queens,"10,939"
2018,Q88,Queens,"10,937"
2018,Q OTHER,Queens,543
2018,S40/90,Staten Island,"4,072"
2018,S42,Staten Island,828
2018,S44/94,Staten Island,"5,928"
2018,S46/96,Staten Island,"6,435"
2018,S48/98,Staten Island,"6,700"
2018,S51/81,Staten Island,"3,661"
2018,S52,Staten Island,"3,119"
2018,S53,Staten Island,"8,340"
2018,S54,Staten Island,944
2018,S55,Staten Island,289
2018,S56,Staten Island,448
2018,S57,Staten Island,"1,183"
2018,S59,Staten Island,"3,065"
2018,S61/91,Staten Island,"3,931"
2018,S62/92,Staten Island,"3,821"
2018,S66,Staten Island,"1,537"
2018,S74/84,Staten Island,"4,898"
2018,S76/86,Staten Island,"3,849"
2018,S78,Staten Island,"5,411"
2018,S79SBS,Staten Island,"10,873"
2018,S89,Staten Island,583
2018,S93,Staten Island,"3,659"
2018,S OTHER,Staten Island,375
2018,X1,Express,"3,689"
2018,X2,Express,929
2018,X3,Express,286
2018,X4,Express,405
2018,X5,Express,"1,203"
2018,X7,Express,"1,078"
2018,X8,Express,515
2018,X9,Express,625
2018,X10,Express,"1,745"
2018,X11,Express,445
2018,X12/42,Express,"1,442"
2018,X14,Express,545
2018,X15,Express,719
2018,X17,Express,"3,823"
2018,X19,Express,678
2018,X21,Express,325
2018,X22,Express,"1,375"
2018,X27/37,Express,"2,940"
2018,X28/38,Express,"2,624"
2018,X30,Express,522
2018,X31,Express,434
2018,X63,Express,628
2018,X64,Express,305
2018,X68,Express,538
2019,B1,Brooklyn,"18,838"
2019,B2,Brooklyn,"2,174"
2019,B3,Brooklyn,"11,554"
2019,B4,Brooklyn,"6,069"
2019,B6,Brooklyn,"34,062"
2019,B7,Brooklyn,"4,920"
2019,B8,Brooklyn,"18,036"
2019,B9,Brooklyn,"13,857"
2019,B11,Brooklyn,"10,488"
2019,B12,Brooklyn,"11,542"
2019,B13,Brooklyn,"6,259"
2019,B14,Brooklyn,"5,442"
2019,B15,Brooklyn,"16,510"
2019,B16,Brooklyn,"6,150"
2019,B17,Brooklyn,"9,527"
2019,B20,Brooklyn,"6,008"
2019,B24,Brooklyn,"2,563"
2019,B25,Brooklyn,"7,631"
2019,B26,Brooklyn,"8,038"
2019,B31,Brooklyn,"2,671"
2019,B32,Brooklyn,904
2019,B35,Brooklyn,"24,887"
2019,B36,Brooklyn,"11,795"
2019,B37,Brooklyn,"2,196"
2019,B38,Brooklyn,"16,660"
2019,B39,Brooklyn,218
2019,B41,Brooklyn,"22,553"
2019,B42,Brooklyn,"3,010"
2019,B43,Brooklyn,"9,196"
2019,B44Lcl/SBS,Brooklyn,"31,375"
2019,B45,Brooklyn,"4,846"
2019,B46Lcl/SBS,Brooklyn,"36,375"
2019,B47,Brooklyn,"9,017"
2019,B48,Brooklyn,"3,406"
2019,B49,Brooklyn,"10,653"
2019,B52,Brooklyn,"9,317"
2019,B54,Brooklyn,"8,590"
2019,B57,Brooklyn,"6,837"
2019,B60,Brooklyn,"8,166"
2019,B61,Brooklyn,"8,438"
2019,B62,Brooklyn,"6,762"
2019,B63,Brooklyn,"11,085"
2019,B64,Brooklyn,"5,472"
2019,B65,Brooklyn,"3,176"
2019,B67,Brooklyn,"4,618"
2019,B68,Brooklyn,"12,180"
2019,B69,Brooklyn,"4,323"
2019,B70,Brooklyn,"7,065"
2019,B74,Brooklyn,"3,330"
2019,B82Lcl/SBS,Brooklyn,"26,775"
2019,B83,Brooklyn,"6,631"
2019,B84,Brooklyn,514
2019,B OTHER,Brooklyn,"2,428"
2019,Bx1/2,Brooklyn,"27,559"
2019,Bx3,Brooklyn,"11,252"
2019,Bx4,Brooklyn,"8,370"
2019,Bx5,Brooklyn,"8,955"
2019,Bx6Lcl/SBS,Brooklyn,"21,699"
2019,Bx7,Brooklyn,"13,418"
2019,Bx8,Brooklyn,"6,248"
2019,Bx9,Brooklyn,"21,840"
2019,Bx10,Brooklyn,"9,937"
2019,Bx11,Brooklyn,"10,638"
2019,Bx12Lcl/SBS,Brooklyn,"40,260"
2019,Bx13,Brooklyn,"9,754"
2019,Bx15,Brooklyn,"20,579"
2019,Bx16,Brooklyn,"6,981"
2019,Bx17,Brooklyn,"7,316"
2019,Bx18,Brooklyn,"1,420"
2019,Bx19,Brooklyn,"21,475"
2019,Bx20,Brooklyn,868
2019,Bx21,Brooklyn,"11,468"
2019,Bx22,Brooklyn,"11,628"
2019,Bx24,Brooklyn,804
2019,Bx26,Brooklyn,"6,728"
2019,Bx27,Brooklyn,"5,917"
2019,Bx28/38,Brooklyn,"12,294"
2019,Bx29,Brooklyn,"2,207"
2019,Bx30,Brooklyn,"7,754"
2019,Bx31,Brooklyn,"8,114"
2019,Bx32,Brooklyn,"5,414"
2019,Bx33,Brooklyn,"2,134"
2019,Bx34,Brooklyn,"3,325"
2019,Bx35,Brooklyn,"12,681"
2019,Bx36,Brooklyn,"21,875"
2019,Bx39,Brooklyn,"12,334"
2019,Bx40/42,Brooklyn,"18,835"
2019,Bx41Lcl/SBS,Brooklyn,"17,699"
2019,Bx46,Brooklyn,582
2019,Bx OTHER,Brooklyn,"2,028"
2019,M1,Manhatten,"9,322"
2019,M2,Manhatten,"8,446"
2019,M3,Manhatten,"12,516"
2019,M4,Manhatten,"15,189"
2019,M5,Manhatten,"8,657"
2019,M7,Manhatten,"10,806"
2019,M8,Manhatten,"1,675"
2019,M9,Manhatten,"5,057"
2019,M10,Manhatten,"5,184"
2019,M11,Manhatten,"9,562"
2019,M12,Manhatten,762
2019,M14Lcl/SBS,Manhatten,"28,387"
2019,M15Lcl/SBS,Manhatten,"46,087"
2019,M20,Manhatten,"2,084"
2019,M21,Manhatten,"1,410"
2019,M22,Manhatten,"2,151"
2019,M23SBS,Manhatten,"14,441"
2019,M31,Manhatten,"9,254"
2019,M34SBS,Manhatten,"15,587"
2019,M35,Manhatten,614
2019,M42,Manhatten,"9,978"
2019,M50,Manhatten,"2,620"
2019,M57,Manhatten,"6,447"
2019,M60SBS,Manhatten,"14,778"
2019,M66,Manhatten,"8,643"
2019,M72,Manhatten,"4,469"
2019,M79SBS,Manhatten,"12,351"
2019,M86SBS,Manhatten,"20,777"
2019,M96,Manhatten,"13,918"
2019,M98,Manhatten,"1,465"
2019,M100,Manhatten,"13,816"
2019,M101,Manhatten,"22,398"
2019,M102,Manhatten,"12,131"
2019,M103,Manhatten,"9,489"
2019,M104,Manhatten,"7,095"
2019,M106,Manhatten,"2,177"
2019,M116,Manhatten,"8,943"
2019,M OTHER,Manhatten,612
2019,Q1,Queens,"4,012"
2019,Q2,Queens,"5,211"
2019,Q3,Queens,"8,252"
2019,Q4,Queens,"8,640"
2019,Q5,Queens,"10,883"
2019,Q12,Queens,"9,486"
2019,Q13,Queens,"7,369"
2019,Q15,Queens,"5,660"
2019,Q16,Queens,"4,127"
2019,Q17,Queens,"15,634"
2019,Q20,Queens,"13,629"
2019,Q24,Queens,"7,046"
2019,Q26,Queens,"1,412"
2019,Q27,Queens,"23,019"
2019,Q28,Queens,"8,723"
2019,Q30,Queens,"9,467"
2019,Q31,Queens,"5,465"
2019,Q32,Queens,"9,683"
2019,Q36,Queens,"5,908"
2019,Q42,Queens,"1,158"
2019,Q43,Queens,"13,325"
2019,Q44SBS,Queens,"24,484"
2019,Q46,Queens,"19,678"
2019,Q48,Queens,"2,770"
2019,Q54,Queens,"10,094"
2019,Q55,Queens,"6,419"
2019,Q56,Queens,"6,989"
2019,Q58,Queens,"27,638"
2019,Q59,Queens,"6,814"
2019,Q76,Queens,"5,350"
2019,Q77,Queens,"5,726"
2019,Q83,Queens,"8,012"
2019,Q84,Queens,"4,180"
2019,Q85,Queens,"10,699"
2019,Q88,Queens,"11,099"
2019,Q OTHER,Queens,780
2019,S40/90,Staten Island,"4,460"
2019,S42,Staten Island,764
2019,S44/94,Staten Island,"5,736"
2019,S46/96,Staten Island,"6,146"
2019,S48/98,Staten Island,"6,411"
2019,S51/81,Staten Island,"3,570"
2019,S52,Staten Island,"3,017"
2019,S53,Staten Island,"7,877"
2019,S54,Staten Island,971
2019,S55,Staten Island,277
2019,S56,Staten Island,451
2019,S57,Staten Island,"1,155"
2019,S59,Staten Island,"2,969"
2019,S61/91,Staten Island,"3,810"
2019,S62/92,Staten Island,"3,654"
2019,S66,Staten Island,"1,530"
2019,S74/84,Staten Island,"4,817"
2019,S76/86,Staten Island,"3,848"
2019,S78,Staten Island,"5,326"
2019,S79SBS,Staten Island,"10,744"
2019,S89,Staten Island,562
2019,S93,Staten Island,"4,262"
2019,S OTHER,Staten Island,630
2019,X1,Express,0
2019,X2,Express,0
2019,X3,Express,0
2019,X4,Express,0
2019,X5,Express,0
2019,X7,Express,0
2019,X8,Express,0
2019,X9,Express,0
2019,X10,Express,0
2019,X11,Express,0
2019,X12/42,Express,0
2019,X14,Express,0
2019,X15,Express,0
2019,X17,Express,0
2019,X19,Express,0
2019,X21,Express,0
2019,X22,Express,0
2019,X27/37,Express,"2,944"
2019,X28/38,Express,"2,596"
2019,X30,Express,0
2019,X31,Express,0
2019,X63,Express,626
2019,X64,Express,287
2019,X68,Express,504
2020,B1,Brooklyn,"9,918"
2020,B2,Brooklyn,969
2020,B3,Brooklyn,"7,062"
2020,B4,Brooklyn,"2,159"
2020,B6,Brooklyn,"20,631"
2020,B7,Brooklyn,"3,030"
2020,B8,Brooklyn,"6,767"
2020,B9,Brooklyn,"4,928"
2020,B11,Brooklyn,"4,146"
2020,B12,Brooklyn,"7,956"
2020,B13,Brooklyn,"4,220"
2020,B14,Brooklyn,"3,601"
2020,B15,Brooklyn,"11,388"
2020,B16,Brooklyn,"2,154"
2020,B17,Brooklyn,"6,154"
2020,B20,Brooklyn,"3,917"
2020,B24,Brooklyn,"1,709"
2020,B25,Brooklyn,"5,256"
2020,B26,Brooklyn,"5,081"
2020,B31,Brooklyn,"1,260"
2020,B32,Brooklyn,470
2020,B35,Brooklyn,"17,811"
2020,B36,Brooklyn,"7,401"
2020,B37,Brooklyn,835
2020,B38,Brooklyn,"6,054"
2020,B39,Brooklyn,287
2020,B41,Brooklyn,"15,934"
2020,B42,Brooklyn,"1,839"
2020,B43,Brooklyn,"3,292"
2020,B44Lcl/SBS,Brooklyn,"20,445"
2020,B45,Brooklyn,"3,315"
2020,B46Lcl/SBS,Brooklyn,"22,696"
2020,B47,Brooklyn,"5,821"
2020,B48,Brooklyn,"2,100"
2020,B49,Brooklyn,"7,427"
2020,B52,Brooklyn,"5,854"
2020,B54,Brooklyn,"5,308"
2020,B57,Brooklyn,"4,487"
2020,B60,Brooklyn,"5,283"
2020,B61,Brooklyn,"3,088"
2020,B62,Brooklyn,"4,007"
2020,B63,Brooklyn,"4,079"
2020,B64,Brooklyn,"3,299"
2020,B65,Brooklyn,"2,057"
2020,B67,Brooklyn,"1,527"
2020,B68,Brooklyn,"4,726"
2020,B69,Brooklyn,"1,398"
2020,B70,Brooklyn,"2,230"
2020,B74,Brooklyn,"2,074"
2020,B82Lcl/SBS,Brooklyn,"17,012"
2020,B83,Brooklyn,"4,112"
2020,B84,Brooklyn,274
2020,B OTHER,Brooklyn,802
2020,Bx1/2,Brooklyn,"16,429"
2020,Bx3,Brooklyn,"7,882"
2020,Bx4,Brooklyn,"5,321"
2020,Bx5,Brooklyn,"4,217"
2020,Bx6Lcl/SBS,Brooklyn,"14,177"
2020,Bx7,Brooklyn,"8,501"
2020,Bx8,Brooklyn,"3,126"
2020,Bx9,Brooklyn,"13,060"
2020,Bx10,Brooklyn,"5,618"
2020,Bx11,Brooklyn,"6,487"
2020,Bx12Lcl/SBS,Brooklyn,"23,937"
2020,Bx13,Brooklyn,"6,457"
2020,Bx15,Brooklyn,"12,286"
2020,Bx16,Brooklyn,"3,976"
2020,Bx17,Brooklyn,"4,287"
2020,Bx18,Brooklyn,877
2020,Bx19,Brooklyn,"16,463"
2020,Bx20,Brooklyn,351
2020,Bx21,Brooklyn,"7,104"
2020,Bx22,Brooklyn,"5,995"
2020,Bx24,Brooklyn,500
2020,Bx26,Brooklyn,"4,089"
2020,Bx27,Brooklyn,"3,107"
2020,Bx28/38,Brooklyn,"7,839"
2020,Bx29,Brooklyn,"1,332"
2020,Bx30,Brooklyn,"5,058"
2020,Bx31,Brooklyn,"4,248"
2020,Bx32,Brooklyn,"3,437"
2020,Bx33,Brooklyn,"1,010"
2020,Bx34,Brooklyn,"1,949"
2020,Bx35,Brooklyn,"7,847"
2020,Bx36,Brooklyn,"14,492"
2020,Bx39,Brooklyn,"9,847"
2020,Bx40/42,Brooklyn,"12,781"
2020,Bx41Lcl/SBS,Brooklyn,"11,736"
2020,Bx46,Brooklyn,249
2020,Bx OTHER,Brooklyn,"1,089"
2020,M1,Manhatten,"2,983"
2020,M2,Manhatten,"3,033"
2020,M3,Manhatten,"4,935"
2020,M4,Manhatten,"5,074"
2020,M5,Manhatten,"2,513"
2020,M7,Manhatten,"3,663"
2020,M8,Manhatten,644
2020,M9,Manhatten,"2,592"
2020,M10,Manhatten,"1,841"
2020,M11,Manhatten,"3,433"
2020,M12,Manhatten,304
2020,M14Lcl/SBS,Manhatten,"15,282"
2020,M15Lcl/SBS,Manhatten,"25,399"
2020,M20,Manhatten,"1,057"
2020,M21,Manhatten,577
2020,M22,Manhatten,970
2020,M23SBS,Manhatten,"6,543"
2020,M31,Manhatten,"3,063"
2020,M34SBS,Manhatten,"7,433"
2020,M35,Manhatten,239
2020,M42,Manhatten,"4,938"
2020,M50,Manhatten,"1,099"
2020,M57,Manhatten,"3,665"
2020,M60SBS,Manhatten,"7,190"
2020,M66,Manhatten,"4,174"
2020,M72,Manhatten,"2,212"
2020,M79SBS,Manhatten,"5,446"
2020,M86SBS,Manhatten,"9,495"
2020,M96,Manhatten,"4,961"
2020,M98,Manhatten,551
2020,M100,Manhatten,"8,873"
2020,M101,Manhatten,"13,864"
2020,M102,Manhatten,"8,118"
2020,M103,Manhatten,"5,675"
2020,M104,Manhatten,"2,349"
2020,M106,Manhatten,748
2020,M116,Manhatten,"3,324"
2020,M OTHER,Manhatten,478
2020,Q1,Queens,"2,098"
2020,Q2,Queens,"2,937"
2020,Q3,Queens,"4,951"
2020,Q4,Queens,"5,146"
2020,Q5,Queens,"6,810"
2020,Q12,Queens,"3,820"
2020,Q13,Queens,"4,054"
2020,Q15,Queens,"2,921"
2020,Q16,Queens,"1,846"
2020,Q17,Queens,"7,744"
2020,Q20,Queens,"7,403"
2020,Q24,Queens,"4,873"
2020,Q26,Queens,498
2020,Q27,Queens,"10,736"
2020,Q28,Queens,"4,413"
2020,Q30,Queens,"3,837"
2020,Q31,Queens,"2,360"
2020,Q32,Queens,"7,154"
2020,Q36,Queens,"3,360"
2020,Q42,Queens,549
2020,Q43,Queens,"7,393"
2020,Q44SBS,Queens,"11,463"
2020,Q46,Queens,"9,200"
2020,Q48,Queens,"2,120"
2020,Q54,Queens,"6,696"
2020,Q55,Queens,"4,051"
2020,Q56,Queens,"5,290"
2020,Q58,Queens,"17,597"
2020,Q59,Queens,"4,043"
2020,Q76,Queens,"2,826"
2020,Q77,Queens,"3,072"
2020,Q83,Queens,"4,583"
2020,Q84,Queens,"2,270"
2020,Q85,Queens,"6,070"
2020,Q88,Queens,"5,164"
2020,Q OTHER,Queens,410
2020,S40/90,Staten Island,"3,184"
2020,S42,Staten Island,335
2020,S44/94,Staten Island,"3,315"
2020,S46/96,Staten Island,"3,557"
2020,S48/98,Staten Island,"3,897"
2020,S51/81,Staten Island,"2,083"
2020,S52,Staten Island,"1,821"
2020,S53,Staten Island,"5,209"
2020,S54,Staten Island,536
2020,S55,Staten Island,132
2020,S56,Staten Island,209
2020,S57,Staten Island,759
2020,S59,Staten Island,"1,833"
2020,S61/91,Staten Island,"1,982"
2020,S62/92,Staten Island,"1,965"
2020,S66,Staten Island,705
2020,S74/84,Staten Island,"2,798"
2020,S76/86,Staten Island,"2,363"
2020,S78,Staten Island,"3,100"
2020,S79SBS,Staten Island,"6,350"
2020,S89,Staten Island,261
2020,S93,Staten Island,"1,979"
2020,S OTHER,Staten Island,394
2020,X1,Express,0
2020,X2,Express,0
2020,X3,Express,0
2020,X4,Express,0
2020,X5,Express,0
2020,X7,Express,0
2020,X8,Express,0
2020,X9,Express,0
2020,X10,Express,0
2020,X11,Express,0
2020,X12/42,Express,0
2020,X14,Express,0
2020,X15,Express,0
2020,X17,Express,0
2020,X19,Express,0
2020,X21,Express,0
2020,X22,Express,0
2020,X27/37,Express,"1,039"
2020,X28/38,Express,998
2020,X30,Express,0
2020,X31,Express,0
2020,X63,Express,259
2020,X64,Express,126
2020,X68,Express,215
